<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>,<OI>
CC_VNINDEX,20171027,67613,2888581000000,417230001420,53734,256573680,215555680
CC_HNX-INDEX,20171027,12092,413404475000,10360601400,11991,77163600,76186000
CC_VNINDEX,20171026,78215,3231267000000,751076304080,60091,275671120,301117190
CC_HNX-INDEX,20171026,14198,632230184400,17608960000,14520,83033100,103276200
CC_VNINDEX,20171025,65775,2559885000000,1661749120100,51480,237989660,222203550
CC_HNX-INDEX,20171025,12692,459367635200,24501609800,13133,72760700,79152300
CC_VNINDEX,20171024,70359,2745865000000,3406645653650,50892,254334130,239294690
CC_HNX-INDEX,20171024,13858,455848938600,40457726700,13053,74241800,78731000
CC_VNINDEX,20171023,81572,3687900000000,738793158000,61744,307779070,326038880
CC_HNX-INDEX,20171023,15170,631838010300,48593817900,14963,73827400,94569400
CC_VNINDEX,20171020,80138,3904019000000,836244828000,61783,325102810,312302270
CC_HNX-INDEX,20171020,14511,457147730600,22706378000,15265,68656700,97977500
CC_VNINDEX,20171019,70305,3511042000000,556445445700,62887,305956090,270347880
CC_HNX-INDEX,20171019,16037,568647982500,16994346200,15245,91389100,93572400
CC_VNINDEX,20171018,79041,4008197000000,642868257600,76076,292941160,368514540
CC_HNX-INDEX,20171018,15994,651384259800,337470701500,17094,78119400,106297700
CC_VNINDEX,20171017,75312,3336259000000,539421669040,70167,306815740,319664730
CC_HNX-INDEX,20171017,15064,560537420400,2472394533600,15622,87850400,93784600
CC_VNINDEX,20171016,72322,3361373000000,635693881500,66415,304316050,281861970
CC_HNX-INDEX,20171016,14329,523596283300,12930324500,15844,78766000,92390000
CC_VNINDEX,20171013,67650,2920155000000,417991529400,64447,306529880,268886070
CC_HNX-INDEX,20171013,14770,515591200800,27333205100,15292,91100200,85011100
CC_VNINDEX,20171012,70095,3200350000000,283276915200,66438,306001670,268262290
CC_HNX-INDEX,20171012,14659,452606379100,727449810800,15342,87970200,90059900
CC_VNINDEX,20171011,70060,3313519000000,474164736100,70766,325722540,312656240
CC_HNX-INDEX,20171011,15973,570723593000,23341563500,16558,84363700,95673700
CC_VNINDEX,20171010,66217,2964506000000,210745027000,61336,296622500,260058550
CC_HNX-INDEX,20171010,16314,487485009400,8798423400,15085,74544800,87203600
CC_VNINDEX,20171009,60672,2617351000000,736163534300,59480,279047780,246101800
CC_HNX-INDEX,20171009,17037,617601999600,416305710700,16648,87570800,105109400
CC_VNINDEX,20171006,55569,2425431000000,258011191000,54439,255317170,231876720
CC_HNX-INDEX,20171006,17125,591505141600,63581338300,15117,115090500,92854700
CC_VNINDEX,20171005,64129,2988950000000,316423789600,55939,257726900,254526340
CC_HNX-INDEX,20171005,15538,545744973800,11380028768,13586,106745000,92616000
CC_VNINDEX,20171004,61785,2213561000000,199135804000,46510,242044840,189133460
CC_HNX-INDEX,20171004,14024,389497405600,8012959000,11720,90400100,70733900
CC_VNINDEX,20171003,73096,2909357000000,350557116700,55354,244766530,278692950
CC_HNX-INDEX,20171003,16012,575960179700,5430766700,14955,79276500,96090500
CC_VNINDEX,20171002,56048,2125617000000,585460816650,48966,177560640,215625990
CC_HNX-INDEX,20171002,15657,455613042100,13140944400,14623,89597300,102342900
CC_VNINDEX,20170929,65166,2723612000000,330371305880,53955,224821870,243917160
CC_HNX-INDEX,20170929,15956,496809166000,32060394500,15096,89973400,108347000
CC_VNINDEX,20170928,74662,3310567000000,518269675540,64160,270743860,309826400
CC_HNX-INDEX,20170928,17946,585148650800,217881822600,17303,89529600,114476700
CC_VNINDEX,20170927,69618,2971210000000,402491409650,57564,269134530,277290780
CC_HNX-INDEX,20170927,16575,541565032600,387965641100,17422,82412800,114765800
CC_VNINDEX,20170926,74979,3221574000000,366426803500,59886,289359460,282059160
CC_HNX-INDEX,20170926,17741,695215112900,253944977000,19043,96858000,136650100
CC_VNINDEX,20170925,68851,2777741000000,533745124000,56162,225585290,243085790
CC_HNX-INDEX,20170925,18905,637882034900,92949537000,17095,118950000,108468600
CC_VNINDEX,20170922,73819,3350327000000,627561932600,63750,294212580,295727680
CC_HNX-INDEX,20170922,20269,687860295100,289348522200,19217,155777300,124597200
CC_VNINDEX,20170921,70004,2974566000000,523407209600,61314,260000660,272064490
CC_HNX-INDEX,20170921,19620,647101731900,131917848400,17520,159366200,117070300
CC_VNINDEX,20170920,71677,2937955000000,258718897350,61656,263247320,275186520
CC_HNX-INDEX,20170920,18177,616124210600,18092581900,16660,102806100,105124200
CC_VNINDEX,20170919,75573,3442335000000,292512445660,70715,307951240,320442560
CC_HNX-INDEX,20170919,18643,566629630400,82355179100,17852,100134300,105730100
CC_VNINDEX,20170918,77980,3549407000000,188526585800,72217,323982430,309069510
CC_HNX-INDEX,20170918,19310,718783040900,88998232100,18057,115004600,115508500
CC_VNINDEX,20170915,68431,3706188000000,493105136000,58796,286875190,259403890
CC_HNX-INDEX,20170915,17193,528608861200,31105891100,16184,100091700,104319900
CC_VNINDEX,20170914,68835,3297856000000,381350153000,66977,265702450,283059480
CC_HNX-INDEX,20170914,19736,752477919700,52685477800,17578,112532400,116000200
CC_VNINDEX,20170913,71873,3561863000000,370109366000,64337,265245620,257581240
CC_HNX-INDEX,20170913,15305,420798922200,93056297000,14303,71312000,81664800
CC_VNINDEX,20170912,69030,3405452000000,403169563600,54789,265654170,236060460
CC_HNX-INDEX,20170912,15774,430458680600,132108793300,13572,75333000,80792400
CC_VNINDEX,20170911,68880,3244776000000,441639148000,59599,242448290,259677870
CC_VNINDEX,20170908,63987,2815455000000,222251661000,59438,237364670,252528950
CC_HNX-INDEX,20170908,15517,498318797900,25679253200,15191,77161800,91593800
CC_VNINDEX,20170907,71305,3304741000000,289313348600,61796,276784350,277610520
CC_HNX-INDEX,20170907,16184,459520419500,93050376100,16268,70899000,89898900
CC_VNINDEX,20170906,71032,3055686000000,287228829800,57496,293636000,276953760
CC_VNINDEX,20170905,69926,3095639000000,313939383750,58799,278856770,268607330
CC_HNX-INDEX,20170905,15196,426970778800,4909676900,15645,68392600,84777400
CC_VNINDEX,20170901,68052,2852927000000,233074380000,61839,297413110,271157390
CC_HNX-INDEX,20170901,14762,326228499300,95522112200,14683,72824400,83796900
CC_VNINDEX,20170831,81446,3731558000000,476093714200,68868,392728820,358130330
CC_HNX-INDEX,20170831,18009,848503414000,14212230300,17125,105815300,114702000
CC_VNINDEX,20170830,73164,3249940000000,163542708000,65039,373839500,376217680
CC_HNX-INDEX,20170830,17286,505261191700,33722228900,16072,75715500,87033900
CC_VNINDEX,20170829,87066,4115025000000,186879388400,77107,453747950,477461110
CC_HNX-INDEX,20170829,16957,579381427800,20399086800,18420,81759300,102892900
CC_VNINDEX,20170828,80407,3949889000000,616221798950,71557,537493630,399317190
CC_HNX-INDEX,20170828,19017,574750116200,23538633300,18271,98569200,99997000
CC_VNINDEX,20170825,73087,3409858000000,168269114000,68229,538572420,369639260
CC_HNX-INDEX,20170825,17662,535832555500,73939941700,17333,103492500,96696200
CC_VNINDEX,20170824,67765,3162913000000,365325630100,67400,553578590,366772380
CC_HNX-INDEX,20170824,17683,576834460200,18448652100,16206,101465600,90811700
CC_VNINDEX,20170823,58215,2530825000000,226549997700,56516,308116340,297730610
CC_HNX-INDEX,20170823,14678,360377336300,36794042200,14734,73848200,75760900
CC_VNINDEX,20170822,64608,2649589000000,215795918200,57056,283733110,281856050
CC_HNX-INDEX,20170822,16796,475944160600,22236803800,15820,74261900,89427500
CC_VNINDEX,20170821,60008,2790877000000,535538985900,56329,290966840,274231360
CC_HNX-INDEX,20170821,16259,545495481900,48495573700,15943,76376700,87408600
CC_VNINDEX,20170818,73653,2855647000000,458062389900,58269,386322460,299379570
CC_HNX-INDEX,20170818,19373,555098560300,11776544700,15537,95326400,90156300
CC_VNINDEX,20170817,74575,5268405000000,413978177900,66753,413667210,448532160
CC_HNX-INDEX,20170817,18304,569986641300,13503974400,17446,89555400,108031000
CC_VNINDEX,20170816,67404,2842120000000,245180939100,60946,278790170,315537890
CC_HNX-INDEX,20170816,18505,484411309200,34062366700,16548,82923900,87597100
CC_VNINDEX,20170815,67201,2704322000000,253677685200,61397,264451810,309563030
CC_HNX-INDEX,20170815,19082,451429461500,33357630700,17770,80764300,102711400
CC_VNINDEX,20170814,67709,2775991000000,655129779700,60325,322024510,306584500
CC_HNX-INDEX,20170814,20213,464106305500,26831487500,17012,103952800,97139600
CC_VNINDEX,20170811,68912,2867977000000,317458778000,55596,284201110,333879140
CC_HNX-INDEX,20170811,18458,436074345800,68206629600,16808,90289600,97745800
CC_VNINDEX,20170810,76064,2991314000000,231757247500,62485,331150500,369112240
CC_HNX-INDEX,20170810,20441,562568416600,27486630886,17911,104542100,120239600
CC_VNINDEX,20170809,112636,4761717000000,577087506400,83016,518888070,515712310
CC_HNX-INDEX,20170809,28715,898000832400,26341817700,23186,153136600,168874500
CC_VNINDEX,20170808,86741,3748201000000,446753289900,74693,403256120,390525030
CC_HNX-INDEX,20170808,25312,602041445700,52044243700,21445,142906600,133242000
CC_VNINDEX,20170807,85768,3629564000000,322670453900,74424,388983000,370773590
CC_HNX-INDEX,20170807,25502,810268133800,19959709900,21486,142978200,134510900
CC_VNINDEX,20170804,82402,3449818000000,418539723000,67203,363476460,326714630
CC_HNX-INDEX,20170804,22874,665891935800,116335113800,20197,109193500,116170900
CC_VNINDEX,20170803,86425,3708229000000,530675522000,67142,376066360,329993580
CC_HNX-INDEX,20170803,23280,691793921400,15496377300,19584,119384400,127985900
CC_VNINDEX,20170802,84296,3667149000000,411858123000,67098,348984760,344677780
CC_HNX-INDEX,20170802,22490,617192031800,15105243400,18930,115436900,127127200
CC_VNINDEX,20170801,87091,3654296000000,200527792500,72085,374491060,363377960
CC_HNX-INDEX,20170801,21848,655628498500,33125940800,20097,113602600,122123400
CC_VNINDEX,20170731,92236,4338983000000,339182992500,76288,416377080,444321140
CC_HNX-INDEX,20170731,23699,666833325100,22829638800,19535,121463400,124075900
CC_VNINDEX,20170728,77162,3303565000000,768091860600,67120,332415870,330820740
CC_HNX-INDEX,20170728,22620,652761407800,15774713300,19275,133263800,120705500
CC_VNINDEX,20170727,79065,3245576000000,297812989200,72747,371525930,382779580
CC_HNX-INDEX,20170727,20870,521100910100,47417258800,18300,104691400,116685000
CC_VNINDEX,20170726,23,3213631000000,493348961800,25,976910,943880
CC_HNX-INDEX,20170726,21790,610998327000,100330785800,17925,121417600,105701100
CC_VNINDEX,20170725,67036,2585827000000,1698258541700,55267,274433640,268674640
CC_HNX-INDEX,20170725,19467,473791049700,2414840800,14905,96699700,87839700
CC_VNINDEX,20170724,68902,2641160000000,325880843250,57589,275125350,299077480
CC_HNX-INDEX,20170724,17591,518427430100,18143029300,15465,94176900,101212200
CC_VNINDEX,20170721,72966,3220957000000,352920277750,61931,287104590,332033410
CC_HNX-INDEX,20170721,18634,490951682800,115240934000,17035,89873600,101547600
CC_VNINDEX,20170720,75661,3051046000000,323290053000,63434,314584850,329700740
CC_HNX-INDEX,20170720,19066,530883035200,24888455000,18384,94568800,110792100
CC_VNINDEX,20170719,74948,3383319000000,913700381000,65295,372577340,357047060
CC_HNX-INDEX,20170719,19093,521803004900,39041055100,16728,109049200,96181600
CC_VNINDEX,20170718,85185,3511717000000,849620818100,65689,352886330,379421220
CC_HNX-INDEX,20170718,18158,509528845200,103439624000,15856,95732000,98312500
CC_VNINDEX,20170717,92699,3948225000000,791366628200,72241,430671820,392690580
CC_HNX-INDEX,20170717,22134,806720379100,29358317700,19425,112876600,129648400
CC_VNINDEX,20170714,74454,3105735000000,467180357130,68994,388983140,356482860
CC_HNX-INDEX,20170714,18499,534068535900,42246974300,17852,103486500,112008000
CC_VNINDEX,20170713,72696,3134438000000,322290424130,72229,345541910,408814260
CC_HNX-INDEX,20170713,18979,613386246900,17564634100,17097,106585900,110006100
CC_VNINDEX,20170712,72013,3177207000000,295500372000,66845,310675230,370569840
CC_HNX-INDEX,20170712,19745,600856688900,14824202500,15944,113399200,97184200
CC_VNINDEX,20170711,84280,3369926000000,672952990500,65967,350740520,399302270
CC_HNX-INDEX,20170711,19104,645007851800,31759402200,16561,101585300,106493900
CC_VNINDEX,20170710,88441,4028346000000,208773154000,70122,355200450,369325730
CC_HNX-INDEX,20170710,22355,904637983900,64459844900,20162,141529900,155159200
CC_VNINDEX,20170707,89561,4112306000000,649938104900,78492,400634740,442815990
CC_HNX-INDEX,20170707,23961,982691175500,9128711500,22318,171283700,142377900
CC_VNINDEX,20170706,84391,3585200000000,388003270300,71483,408253720,388926650
CC_HNX-INDEX,20170706,23936,773628043900,67899231900,20972,180461900,137343500
CC_VNINDEX,20170705,83156,3115967000000,363118044000,66968,402148880,354998060
CC_HNX-INDEX,20170705,20473,552016000400,97842204600,17155,145981900,93144700
CC_VNINDEX,20170704,86219,3265803000000,193618452450,65779,398108600,358302360
CC_HNX-INDEX,20170704,18562,603184435100,56405589600,17843,126191000,107790600
CC_VNINDEX,20170703,80246,3467412000000,236045808000,68999,356407080,343012200
CC_HNX-INDEX,20170703,19829,738864254900,45530370700,19259,114229300,115908200
CC_VNINDEX,20170630,78773,3437129000000,447800106700,69900,338570890,347437560
CC_HNX-INDEX,20170630,17060,528320872000,56591384800,16558,83680100,85152100
CC_VNINDEX,20170629,82294,3352635000000,274871104800,68876,370549310,362921080
CC_HNX-INDEX,20170629,17766,556593892500,12550564600,17286,77508000,88594600
CC_VNINDEX,20170628,77769,3036772000000,498304996650,61203,358409640,341777770
CC_HNX-INDEX,20170628,16434,474141323200,269110022700,15694,73593500,89165800
CC_VNINDEX,20170627,88862,3747127000000,338722531900,73344,405381310,405946160
CC_HNX-INDEX,20170627,16607,488249864500,15005879700,17223,73844100,91862700
CC_VNINDEX,20170626,84931,3674352000000,539016207400,75300,451177880,383275860
CC_HNX-INDEX,20170626,18323,520650418000,93338502100,17226,93712700,93782000
CC_VNINDEX,20170623,89766,3839718000000,787719615400,74289,383617570,367311210
CC_HNX-INDEX,20170623,19176,613487930400,10108757000,16786,93481200,91344300
CC_VNINDEX,20170622,87860,3728455000000,703964042000,71394,352051310,361559210
CC_HNX-INDEX,20170622,19280,639065016700,9281528700,18075,87617100,103491100
CC_VNINDEX,20170621,89272,3900665000000,549055174100,68915,339248420,345802830
CC_HNX-INDEX,20170621,21041,765217329100,73943588600,18259,107290000,114669800
CC_VNINDEX,20170620,80216,3741282000000,581820571220,73070,328737800,330910250
CC_HNX-INDEX,20170620,19477,718338961900,37275515100,18822,104328500,117845400
CC_VNINDEX,20170619,79319,3846675000000,403246006520,69183,321097660,311732570
CC_HNX-INDEX,20170619,19131,710383489200,11007641700,18546,105721000,113264700
CC_VNINDEX,20170616,74615,4421201000000,644421834480,62018,385412100,354884440
CC_HNX-INDEX,20170616,18320,587885962800,47623648500,17157,102316100,106594200
CC_VNINDEX,20170615,73549,3270238000000,555591294550,67804,300970370,330386010
CC_HNX-INDEX,20170615,16980,478542030400,13948973800,16875,88555800,102472000
CC_UPCOM-INDEX,20170615,0,98751016300,0,0,0,0
CC_VNINDEX,20170614,73009,3460746000000,704219532500,69078,313904950,315700300
CC_HNX-INDEX,20170614,18263,563114936100,62794702000,18448,92317400,104715000
CC_VNINDEX,20170613,73199,3444204000000,887572220900,64001,295445750,306628140
CC_HNX-INDEX,20170613,19062,560466552100,87712105000,17969,106698500,111593300
CC_VNINDEX,20170612,72843,3172807000000,498453767900,65106,300799960,322949130
CC_HNX-INDEX,20170612,18742,563489922200,12632590800,17229,97188100,97839200
CC_VNINDEX,20170609,76350,3298247000000,306076266500,67531,316470170,332349200
CC_HNX-INDEX,20170609,19953,586094936800,43283395400,18093,97667900,105989000
CC_VNINDEX,20170608,82997,3125831000000,1883205790100,67349,314186470,333949060
CC_HNX-INDEX,20170608,22459,691571977500,43459909200,20617,110369400,122702200
CC_VNINDEX,20170607,77971,4065695000000,587627071200,75735,343516350,357629180
CC_HNX-INDEX,20170607,24172,1005398321900,45549223700,22874,137860200,142716300
CC_VNINDEX,20170606,71615,3612610000000,450493254500,67416,331499220,296804000
CC_HNX-INDEX,20170606,19052,609594574400,82661158600,18825,116812700,118565700
CC_VNINDEX,20170605,70849,3579388000000,1515017690330,64420,304295000,295917280
CC_HNX-INDEX,20170605,18551,564941575900,62010381100,18017,110834500,107528800
CC_VNINDEX,20170602,73251,3529179000000,778859308000,59397,305920100,283867040
CC_HNX-INDEX,20170602,18925,607073910100,23124299700,17164,117316000,103142700
CC_VNINDEX,20170601,64680,3066385000000,481866225500,56057,287247710,268713710
CC_HNX-INDEX,20170601,16998,485759450000,51216110700,16209,94524800,88771200
CC_VNINDEX,20170531,55399,4140762000000,1361447414500,42758,234068160,225352160
CC_HNX-INDEX,20170531,20125,702356623200,56193614400,18643,108012500,113730300
CC_VNINDEX,20170530,93782,4742979000000,474934811600,74298,417957450,436849290
CC_HNX-INDEX,20170530,20444,743163216300,19505638600,20072,101970100,126781500
CC_VNINDEX,20170529,84912,4344485000000,417887475000,72621,418304310,397543330
CC_HNX-INDEX,20170529,19690,597033161600,435782918600,19149,98689100,105108200
CC_VNINDEX,20170526,78482,3958130000000,392441127700,65466,345760470,327538300
CC_HNX-INDEX,20170526,20475,569217762200,17192094100,18329,96583700,106643800
CC_VNINDEX,20170525,82280,4258998000000,780234766000,70849,355904100,348881860
CC_HNX-INDEX,20170525,21998,736882396800,10482913400,20645,109917400,120949500
CC_VNINDEX,20170524,82995,4544923000000,550567092250,73927,391287890,353489170
CC_HNX-INDEX,20170524,21685,681107288400,39549962700,17978,114648800,112392500
CC_VNINDEX,20170523,89282,4433265000000,318290471940,76824,433905980,440606000
CC_HNX-INDEX,20170523,19799,620673489300,25147306100,18375,90444200,109663800
CC_VNINDEX,20170522,89237,5136459000000,664757895100,80034,461588090,402521930
CC_HNX-INDEX,20170522,23646,922674887200,89311314400,20781,128139100,132141100
CC_VNINDEX,20170519,81374,5056940000000,262210045300,69096,401674360,352183820
CC_HNX-INDEX,20170519,21036,720971194300,14242196700,18528,110904200,104947500
CC_VNINDEX,20170518,82615,4550846000000,490747157450,68369,378064940,380552220
CC_HNX-INDEX,20170518,21559,728185130800,8087896400,18268,107848700,111882400
CC_VNINDEX,20170517,78510,4392942000000,224004645700,70220,393039980,377631250
CC_HNX-INDEX,20170517,19300,646657603400,13352239400,18063,98728700,104855500
CC_VNINDEX,20170516,89401,5758836000000,207444762000,81265,496566280,460827120
CC_HNX-INDEX,20170516,22367,819565738300,8109908800,20874,121437000,130259300
CC_VNINDEX,20170515,81509,4368083000000,405275694000,66274,464842940,347284790
CC_HNX-INDEX,20170515,21321,735612662900,13050162100,18521,116616700,94301200
CC_VNINDEX,20170512,73330,3966073000000,515729419900,66112,370713970,317122070
CC_HNX-INDEX,20170512,18545,548252679200,5297426400,16480,87986600,93329900
CC_VNINDEX,20170511,74882,4746266000000,281192002300,69721,366915870,353398010
CC_HNX-INDEX,20170511,16588,479991041700,14426330000,15822,80478700,92997600
CC_VNINDEX,20170510,75742,4092817000000,401406396300,75305,418012120,379626630
CC_HNX-INDEX,20170510,19915,610548052300,42321349400,18606,88675600,106650600
CC_VNINDEX,20170509,79102,4042333000000,479456239720,67784,418594440,353195170
CC_HNX-INDEX,20170509,17291,564423193400,27170026300,17109,89753100,94721400
CC_VNINDEX,20170508,75434,4478712000000,599927025210,64098,402553510,348891090
CC_HNX-INDEX,20170508,15820,484846511100,1498675000,15459,71650800,89744000
CC_VNINDEX,20170505,67344,3402296000000,309113212900,60189,382802900,327973240
CC_HNX-INDEX,20170505,15922,487757217200,15790645200,14590,81742800,84867500
CC_VNINDEX,20170504,74552,4168748000000,320948725070,67929,398153380,335419060
CC_HNX-INDEX,20170504,16428,534083459500,11414082100,16282,78766000,96568100
CC_VNINDEX,20170503,68811,3846222000000,591696674700,56558,333392360,285409450
CC_HNX-INDEX,20170503,14471,501432124100,9598421200,14043,78257600,80308600
CC_VNINDEX,20170428,68274,3483298000000,784364480030,55813,327298090,294606440
CC_HNX-INDEX,20170428,14605,524507704700,39182940100,15350,77587200,88368800
CC_VNINDEX,20170427,60635,3406216000000,666643458500,57783,319929880,294321210
CC_HNX-INDEX,20170427,15199,553072117600,17322081100,15851,87878600,96450600
CC_VNINDEX,20170426,54352,3149319000000,298038681720,49504,275876220,242696120
CC_HNX-INDEX,20170426,14841,507703771700,29955736700,14917,79889600,85232900
CC_VNINDEX,20170425,52965,2626912000000,482976174970,47374,243105210,222662680
CC_HNX-INDEX,20170425,14342,521892921500,60776305800,13458,91391700,86165300
CC_VNINDEX,20170424,53166,2708354000000,485625595700,48960,245870060,247149020
CC_HNX-INDEX,20170424,13638,446405196000,29973796500,14409,72133400,82017000
CC_VNINDEX,20170421,54919,3389472000000,2773605586700,51661,260656320,259941870
CC_HNX-INDEX,20170421,15114,470051459400,374272107200,14626,80419700,80815100
CC_VNINDEX,20170420,55431,2583598000000,393547370300,50615,250173640,265871690
CC_HNX-INDEX,20170420,13514,411199871300,86838598800,14183,78560400,80355200
CC_VNINDEX,20170419,58993,2806847000000,196944254800,47558,287345020,245190130
CC_HNX-INDEX,20170419,13983,483406330600,51636182300,14535,89229500,91433800
CC_VNINDEX,20170418,58980,3515217000000,649735204430,47605,299844560,257221570
CC_HNX-INDEX,20170418,15094,579287999800,380778364700,14872,99429300,90865500
CC_VNINDEX,20170417,56637,3595585000000,372244986580,51768,263615840,285381610
CC_HNX-INDEX,20170417,16345,629317173500,191794595200,15586,83919400,98235900
CC_VNINDEX,20170414,76598,3447365000000,164289795190,54485,352135020,307487370
CC_HNX-INDEX,20170414,17827,585700341400,26857979600,16333,86762100,91091600
CC_VNINDEX,20170413,63361,3449490000000,682878013370,51947,295381470,302356660
CC_HNX-INDEX,20170413,15140,506101860300,28776609900,15954,82535100,87982300
CC_VNINDEX,20170412,75809,3780762000000,507444349650,62774,366956330,383512010
CC_HNX-INDEX,20170412,16065,584192508400,2628286700,17062,81987100,94779000
CC_VNINDEX,20170411,67992,3092338000000,464874247200,59864,325848720,352765390
CC_HNX-INDEX,20170411,18211,735658073600,252666218600,18686,108511300,115765400
CC_VNINDEX,20170410,59160,3376715000000,310987586500,52993,259803860,276165310
CC_HNX-INDEX,20170410,17124,659927325000,28853195400,16191,102800400,100393300
CC_VNINDEX,20170407,63263,3417339000000,1851551167550,52482,326891130,314383820
CC_HNX-INDEX,20170407,16428,488594378000,162800206800,15042,72704000,77323100
CC_VNINDEX,20170405,66694,3330330000000,360466463000,57233,321227600,373442100
CC_HNX-INDEX,20170405,16760,525999165800,0,16422,70493500,85438800
CC_UPCOM-INDEX,20170405,5434,185505187300,0,4902,13790300,13984700
CC_VNINDEX,20170404,69740,3830128000000,512870602400,60876,329383440,342648210
CC_HNX-INDEX,20170404,18095,622193253100,25362216500,16285,87905600,90027000
CC_VNINDEX,20170403,66997,3690348000000,159533393400,57551,329814910,310979590
CC_HNX-INDEX,20170403,16089,469313361100,76120525500,14858,74532700,72403500
CC_VNINDEX,20170331,68107,3304991000000,391879332300,59099,324118380,355794510
CC_HNX-INDEX,20170331,16982,455285902600,55194105800,16316,73304000,83135800
CC_VNINDEX,20170330,70932,3323140000000,466070822600,58902,323463730,335237900
CC_HNX-INDEX,20170330,16385,479209672100,36493950100,16025,67423300,78993900
CC_VNINDEX,20170329,66850,3303424000000,516939431310,57298,312411840,316933340
CC_HNX-INDEX,20170329,17473,489386124200,30952964400,15013,73189800,80260500
CC_VNINDEX,20170328,69089,3172943000000,382051803900,61286,319481550,343683520
CC_HNX-INDEX,20170328,17517,524619945700,24201400300,15989,74034600,83807300
CC_VNINDEX,20170327,71532,3844750000000,389546340940,64251,363991090,361060590
CC_HNX-INDEX,20170327,20109,584799544900,13488207000,17069,87096200,93065300
CC_VNINDEX,20170324,72114,3645375000000,734908049600,64511,353734910,358239570
CC_HNX-INDEX,20170324,19970,708137138900,36652313300,17454,103423300,101654600
CC_VNINDEX,20170323,69671,3467735000000,303742169990,60067,330751000,324832400
CC_HNX-INDEX,20170323,16669,437344115400,29877053100,14865,71374600,77419000
CC_VNINDEX,20170322,82186,4267186000000,363582261900,73745,430456480,446489740
CC_HNX-INDEX,20170322,19767,1046536222300,3077730800,17677,96492000,106387700
CC_VNINDEX,20170321,74815,3825721000000,621238467700,70383,401538410,359308600
CC_HNX-INDEX,20170321,18910,682490921100,139392395900,16110,109278600,89329500
CC_VNINDEX,20170320,66074,3421775000000,556468926600,61963,322420640,295641380
CC_HNX-INDEX,20170320,18959,586500234700,70316021100,16903,93821900,93522800
CC_VNINDEX,20170317,72299,4346497000000,779273271900,61204,478012460,406657410
CC_HNX-INDEX,20170317,18682,831764374600,119342804200,17016,95742400,99127300
CC_VNINDEX,20170316,67888,3438642000000,429601367800,57173,312369750,287442340
CC_HNX-INDEX,20170316,16022,450334320700,333403303100,14762,69420200,79312400
CC_VNINDEX,20170315,61450,3157314000000,260844815700,52823,249282170,260805910
CC_HNX-INDEX,20170315,16102,413555930400,9122301700,14248,72403000,77431000
CC_VNINDEX,20170314,60962,2874585000000,233194734400,52538,256803680,256268840
CC_HNX-INDEX,20170314,16879,442153925500,66028208300,14646,74623400,79678400
CC_VNINDEX,20170313,60805,2823392000000,614627022600,48929,236048710,245662070
CC_HNX-INDEX,20170313,15894,469379966100,41676411300,14846,74826900,82597600
CC_VNINDEX,20170310,63755,3256099000000,261430922400,60523,352019670,357451620
CC_HNX-INDEX,20170310,17544,515582200900,64552642100,16748,80345200,89438100
CC_VNINDEX,20170309,66819,3396170000000,243764784350,62549,354407120,351347740
CC_HNX-INDEX,20170309,17656,457842997100,18076252300,16631,75560200,88734000
CC_VNINDEX,20170308,63660,3248713000000,389917292100,60849,319309910,328973250
CC_HNX-INDEX,20170308,18364,553213720800,114294657500,17101,83305500,87729000
CC_VNINDEX,20170307,64054,3265385000000,515889497200,54709,383610810,305959390
CC_HNX-INDEX,20170307,17766,451979613500,43954802200,16162,81789700,86671400
CC_VNINDEX,20170306,64277,3076745000000,449392672600,54456,313141010,271028490
CC_HNX-INDEX,20170306,15521,433682002000,13061530400,16357,77230700,85188000
CC_VNINDEX,20170303,67006,2961713000000,219013022500,51039,330958680,295350460
CC_HNX-INDEX,20170303,16979,391693128300,7792733500,16488,78475200,95316800
CC_VNINDEX,20170302,64554,2845977000000,221425182620,52992,305433500,320371400
CC_HNX-INDEX,20170302,18177,414893216200,416774139700,14971,92025900,78091500
CC_VNINDEX,20170301,75458,3338513000000,252274505100,61511,368668480,379683540
CC_HNX-INDEX,20170301,18598,467862774000,244926500,15505,87707300,91352500
CC_VNINDEX,20170228,0,3078762000000,158150727100,0,0,0
CC_HNX-INDEX,20170228,18597,454926999800,22526081100,15827,87723400,91817300
CC_VNINDEX,20170227,69240,3041677000000,214384585000,60677,354608370,313232030
CC_HNX-INDEX,20170227,17874,442114874400,14516601800,15088,97677700,88602100
CC_VNINDEX,20170224,77199,3570232000000,31901559400,63815,400369520,382111400
CC_HNX-INDEX,20170224,17599,483667035100,34887901900,15448,91824600,85381000
CC_VNINDEX,20170223,77222,3436799000000,303674699400,66020,372937540,364193420
CC_HNX-INDEX,20170223,17223,399903240200,5998726900,15882,75359200,83502000
CC_VNINDEX,20170222,77600,3607989000000,236631928700,71917,397881850,393889370
CC_HNX-INDEX,20170222,18955,478299699400,34111340600,18202,91491400,100861900
CC_VNINDEX,20170221,74364,3340397000000,575822827200,65915,384527160,340976190
CC_HNX-INDEX,20170221,19255,471019709900,18470398200,17116,96697200,89631600
CC_VNINDEX,20170220,75005,3550868000000,239220354000,59847,355066880,304759000
CC_HNX-INDEX,20170220,18080,486178106300,6772238900,15050,85302000,73906800
CC_VNINDEX,20170217,71304,3181836000000,294743902800,55941,295594980,285872260
