<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>,<OI>
NN_HNX-INDEX,20170213,84320,41752755,2043771,205270,1760553000,2226181000
NN_VNINDEX,20170210,84320,129013870,9083060,205270,1760553000,2226181000
NN_HNX-INDEX,20170210,84320,46584307,1319173,205270,1760553000,2226181000
NN_VNINDEX,20170209,84320,138319070,9011112,205270,1760553000,2226181000
NN_HNX-INDEX,20170209,84320,31873229,1772946,205270,1760553000,2226181000
NN_VNINDEX,20170208,84320,131165280,23171991,205270,1760553000,2226181000
NN_HNX-INDEX,20170208,84320,35098681,2111507,205270,1760553000,2226181000
NN_VNINDEX,20170207,84320,151054580,7500410,205270,1760553000,2226181000
NN_HNX-INDEX,20170207,84320,37214415,2538960,205270,1760553000,2226181000
NN_VNINDEX,20170206,84320,115778520,10569285,205270,1760553000,2226181000
NN_HNX-INDEX,20170206,84320,40040394,322396,205270,1760553000,2226181000
NN_VNINDEX,20170203,84320,119245930,5294300,205270,1760553000,2226181000
NN_HNX-INDEX,20170203,84320,26742027,1846779,205270,1760553000,2226181000
NN_VNINDEX,20170202,84320,82087680,2264910,205270,1760553000,2226181000
NN_HNX-INDEX,20170202,84320,15346581,1320197,205270,1760553000,2226181000
NN_VNINDEX,20170125,84320,89264010,8792004,205270,1760553000,2226181000
NN_HNX-INDEX,20170125,84320,17708638,9637036,205270,1760553000,2226181000
NN_VNINDEX,20170124,84320,92469490,4260830,205270,1760553000,2226181000
NN_HNX-INDEX,20170124,84320,14640265,1589866,205270,1760553000,2226181000
NN_VNINDEX,20170123,84320,75819770,11497791,205270,1760553000,2226181000
NN_HNX-INDEX,20170123,84320,18775778,4255033,205270,1760553000,2226181000
NN_VNINDEX,20170120,84320,80002540,10111820,205270,1760553000,2226181000
NN_HNX-INDEX,20170120,84320,19192817,2561232,205270,1760553000,2226181000
NN_VNINDEX,20170119,84320,69116870,19126590,205270,1760553000,2226181000
NN_HNX-INDEX,20170119,84320,19487942,1606943,205270,1760553000,2226181000
NN_VNINDEX,20170118,84320,84747220,15778795,205270,1760553000,2226181000
NN_HNX-INDEX,20170118,84320,21393362,3607997,205270,1760553000,2226181000
NN_VNINDEX,20170117,84320,94122750,13939650,205270,1760553000,2226181000
NN_HNX-INDEX,20170117,84320,19132508,2810276,205270,1760553000,2226181000
NN_VNINDEX,20170116,84320,75653000,13221301,205270,1760553000,2226181000
NN_HNX-INDEX,20170116,84320,25118787,10002122,205270,1760553000,2226181000
NN_VNINDEX,20170113,84320,82154930,12427528,205270,1760553000,2226181000
NN_HNX-INDEX,20170113,84320,23970407,2397774,205270,1760553000,2226181000
NN_VNINDEX,20170112,84320,102618340,9679426,205270,1760553000,2226181000
NN_HNX-INDEX,20170112,84320,22940524,1503894,205270,1760553000,2226181000
NN_VNINDEX,20170111,84320,96436620,12132341,205270,1760553000,2226181000
NN_HNX-INDEX,20170111,84320,19629207,3731093,205270,1760553000,2226181000
NN_VNINDEX,20170110,84320,78938330,8696390,205270,1760553000,2226181000
NN_HNX-INDEX,20170110,84320,27531795,3236122,205270,1760553000,2226181000
NN_VNINDEX,20170109,84320,87669150,12403305,205270,1760553000,2226181000
NN_HNX-INDEX,20170109,84320,26441385,139922,205270,1760553000,2226181000
NN_VNINDEX,20170106,84320,110693880,15637152,205270,1760553000,2226181000
NN_HNX-INDEX,20170106,84320,24159834,1894411,205270,1760553000,2226181000
NN_VNINDEX,20170105,84320,92730250,8492128,205270,1760553000,2226181000
NN_HNX-INDEX,20170105,84320,22602598,2009641,205270,1760553000,2226181000
NN_VNINDEX,20170104,84320,92272970,17546334,205270,1760553000,2226181000
NN_HNX-INDEX,20170104,84320,23893397,2725873,205270,1760553000,2226181000
NN_VNINDEX,20170103,84320,79722150,4835356,205270,1760553000,2226181000
NN_HNX-INDEX,20170103,84320,27848848,4461877,205270,1760553000,2226181000
NN_VNINDEX,20161230,84320,90079350,30904287,205270,1760553000,2226181000
NN_HNX-INDEX,20161230,84320,20653727,12061636,205270,1760553000,2226181000
NN_VNINDEX,20161229,84320,99258500,16520461,205270,1760553000,2226181000
NN_HNX-INDEX,20161229,84320,22982456,4545724,205270,1760553000,2226181000
NN_VNINDEX,20161228,84320,101515250,16256242,205270,1760553000,2226181000
NN_HNX-INDEX,20161228,84320,23067293,5728140,205270,1760553000,2226181000
NN_VNINDEX,20161227,84320,95439190,59151228,205270,1760553000,2226181000
NN_HNX-INDEX,20161227,84320,26008525,7025651,205270,1760553000,2226181000
NN_VNINDEX,20161226,84320,67222150,43445445,205270,1760553000,2226181000
NN_HNX-INDEX,20161226,84320,28079572,2630088,205270,1760553000,2226181000
NN_VNINDEX,20161223,84320,71130690,42215936,205270,1760553000,2226181000
NN_HNX-INDEX,20161223,84320,28225261,7404295,205270,1760553000,2226181000
NN_VNINDEX,20161222,84320,86269460,8503155,205270,1760553000,2226181000
NN_HNX-INDEX,20161222,84320,31870128,11039199,205270,1760553000,2226181000
NN_VNINDEX,20161221,84320,81853840,48192681,205270,1760553000,2226181000
NN_HNX-INDEX,20161221,84320,30164285,4139403,205270,1760553000,2226181000
NN_VNINDEX,20161220,84320,92611080,7335095,205270,1760553000,2226181000
NN_HNX-INDEX,20161220,84320,30001129,5329287,205270,1760553000,2226181000
NN_VNINDEX,20161219,84320,107077510,17191640,205270,1760553000,2226181000
NN_HNX-INDEX,20161219,84320,33101658,14452394,205270,1760553000,2226181000
NN_VNINDEX,20161216,84320,155852900,20799880,205270,1760553000,2226181000
NN_HNX-INDEX,20161216,84320,31935100,1456677,205270,1760553000,2226181000
NN_VNINDEX,20161215,84320,107135600,19112364,205270,1760553000,2226181000
NN_HNX-INDEX,20161215,84320,33697487,9645979,205270,1760553000,2226181000
NN_VNINDEX,20161214,84320,193818950,18174611,205270,1760553000,2226181000
NN_HNX-INDEX,20161214,84320,40836664,4825284,205270,1760553000,2226181000
NN_VNINDEX,20161213,84320,111295270,23628502,205270,1760553000,2226181000
NN_HNX-INDEX,20161213,84320,35051181,2481818,205270,1760553000,2226181000
NN_VNINDEX,20161212,84320,94354370,16824798,205270,1760553000,2226181000
NN_HNX-INDEX,20161212,84320,42020176,5461561,205270,1760553000,2226181000
NN_VNINDEX,20161209,84320,78952540,39284779,205270,1760553000,2226181000
NN_HNX-INDEX,20161209,84320,39166633,17770351,205270,1760553000,2226181000
NN_VNINDEX,20161208,84320,90795790,43649971,205270,1760553000,2226181000
NN_HNX-INDEX,20161208,84320,36592744,3196204,205270,1760553000,2226181000
NN_VNINDEX,20161207,84320,103888420,24820494,205270,1760553000,2226181000
NN_HNX-INDEX,20161207,84320,45440147,9969371,205270,1760553000,2226181000
NN_VNINDEX,20161206,84320,117959770,8278857,205270,1760553000,2226181000
NN_HNX-INDEX,20161206,84320,44089766,3670560,205270,1760553000,2226181000
NN_VNINDEX,20161205,84320,87046840,69835901,205270,1760553000,2226181000
NN_HNX-INDEX,20161205,84320,67099008,685520,205270,1760553000,2226181000
NN_VNINDEX,20161202,84320,106686310,28436367,205270,1760553000,2226181000
NN_HNX-INDEX,20161202,84320,30971888,11738609,205270,1760553000,2226181000
NN_VNINDEX,20161201,84320,107595370,19186480,205270,1760553000,2226181000
NN_HNX-INDEX,20161201,84320,43166447,2606698,205270,1760553000,2226181000
NN_VNINDEX,20161130,84320,114615070,38308620,205270,1760553000,2226181000
NN_HNX-INDEX,20161130,84320,30814680,7857806,205270,1760553000,2226181000
NN_VNINDEX,20161129,84320,111403350,5276395,205270,1760553000,2226181000
NN_HNX-INDEX,20161129,84320,31356774,17820187,205270,1760553000,2226181000
NN_VNINDEX,20161128,84320,94780590,12571640,205270,1760553000,2226181000
NN_HNX-INDEX,20161128,84320,37642257,26200016,205270,1760553000,2226181000
NN_VNINDEX,20161125,84320,108508330,6512571,205270,1760553000,2226181000
NN_HNX-INDEX,20161125,84320,40464133,20368875,205270,1760553000,2226181000
NN_VNINDEX,20161124,84320,117535460,6441846,205270,1760553000,2226181000
NN_HNX-INDEX,20161124,84320,31371937,2927257,205270,1760553000,2226181000
NN_VNINDEX,20161123,84320,109567320,6878212,205270,1760553000,2226181000
NN_HNX-INDEX,20161123,84320,32294090,3262773,205270,1760553000,2226181000
NN_VNINDEX,20161122,84320,106091280,6627645,205270,1760553000,2226181000
NN_HNX-INDEX,20161122,84320,32915263,4586864,205270,1760553000,2226181000
NN_VNINDEX,20161121,84320,96259290,6170920,205270,1760553000,2226181000
NN_HNX-INDEX,20161121,84320,27323983,5233677,205270,1760553000,2226181000
NN_UPCOM-INDEX,20161121,84320,8164365,2209127,205270,1760553000,2226181000
NN_VNINDEX,20161118,84320,96180820,7591362,205270,1760553000,2226181000
NN_HNX-INDEX,20161118,84320,34056027,3766813,205270,1760553000,2226181000
NN_VNINDEX,20161117,84320,119114290,8199124,205270,1760553000,2226181000
NN_HNX-INDEX,20161117,84320,36581741,3117825,205270,1760553000,2226181000
NN_VNINDEX,20161116,84320,101849580,8439751,205270,1760553000,2226181000
NN_HNX-INDEX,20161116,84320,40767155,2339556,205270,1760553000,2226181000
NN_VNINDEX,20161115,84320,105063790,12616081,205270,1760553000,2226181000
NN_HNX-INDEX,20161115,84320,33077798,931065,205270,1760553000,2226181000
NN_VNINDEX,20161114,84320,111746400,8819629,205270,1760553000,2226181000
NN_HNX-INDEX,20161114,84320,34898388,3029786,205270,1760553000,2226181000
NN_VNINDEX,20161111,84320,96643530,18586081,205270,1760553000,2226181000
NN_HNX-INDEX,20161111,84320,37896688,2495818,205270,1760553000,2226181000
NN_VNINDEX,20161110,84320,104949190,15031356,205270,1760553000,2226181000
NN_HNX-INDEX,20161110,84320,45161083,2398507,205270,1760553000,2226181000
NN_VNINDEX,20161109,84320,129295660,17936190,205270,1760553000,2226181000
NN_HNX-INDEX,20161109,84320,53594187,2354116,205270,1760553000,2226181000
NN_VNINDEX,20161108,84320,76809310,19022935,205270,1760553000,2226181000
NN_HNX-INDEX,20161108,84320,41088204,1147644,205270,1760553000,2226181000
NN_VNINDEX,20161107,84320,85765640,16390612,205270,1760553000,2226181000
NN_HNX-INDEX,20161107,84320,32103327,594115,205270,1760553000,2226181000
NN_VNINDEX,20161104,84320,74501640,12656356,205270,1760553000,2226181000
NN_HNX-INDEX,20161104,84320,28991439,2760506,205270,1760553000,2226181000
NN_VNINDEX,20161103,84320,114149680,13566836,205270,1760553000,2226181000
NN_HNX-INDEX,20161103,84320,37999883,2970734,205270,1760553000,2226181000
NN_VNINDEX,20161102,84320,128028220,14171025,205270,1760553000,2226181000
NN_HNX-INDEX,20161102,84320,30647132,2134096,205270,1760553000,2226181000
NN_VNINDEX,20161101,84320,103639100,14625960,205270,1760553000,2226181000
NN_HNX-INDEX,20161101,84320,34360707,1574441,205270,1760553000,2226181000
NN_VNINDEX,20161031,84320,114359980,15704082,205270,1760553000,2226181000
NN_HNX-INDEX,20161031,84320,33072238,4731515,205270,1760553000,2226181000
NN_VNINDEX,20161028,84320,103029880,13697700,205270,1760553000,2226181000
NN_HNX-INDEX,20161028,84320,39991026,2210233,205270,1760553000,2226181000
NN_VNINDEX,20161027,84320,85549590,5386292,205270,1760553000,2226181000
NN_HNX-INDEX,20161027,84320,28510926,920571,205270,1760553000,2226181000
NN_VNINDEX,20161026,84320,91924690,10327106,205270,1760553000,2226181000
NN_HNX-INDEX,20161026,84320,33296467,5824670,205270,1760553000,2226181000
NN_VNINDEX,20161025,84320,108040420,19789695,205270,1760553000,2226181000
NN_HNX-INDEX,20161025,84320,37211261,1568700,205270,1760553000,2226181000
NN_VNINDEX,20161024,84320,91994310,33435429,205270,1760553000,2226181000
NN_HNX-INDEX,20161024,84320,41655289,724615,205270,1760553000,2226181000
NN_VNINDEX,20161021,84320,111996670,23874776,205270,1760553000,2226181000
NN_HNX-INDEX,20161021,84320,36081851,1272659,205270,1760553000,2226181000
NN_VNINDEX,20161020,84320,105841240,14943905,205270,1760553000,2226181000
NN_HNX-INDEX,20161020,84320,47049743,1309285,205270,1760553000,2226181000
NN_VNINDEX,20161019,84320,122285570,26710911,205270,1760553000,2226181000
NN_HNX-INDEX,20161019,84320,48655273,1322882,205270,1760553000,2226181000
NN_VNINDEX,20161018,84320,100861180,31408770,205270,1760553000,2226181000
NN_HNX-INDEX,20161018,84320,50043157,1615730,205270,1760553000,2226181000
NN_VNINDEX,20161017,84320,106149330,7485348,205270,1760553000,2226181000
NN_HNX-INDEX,20161017,84320,38029402,2361825,205270,1760553000,2226181000
NN_VNINDEX,20161014,84320,134713710,28417036,205270,1760553000,2226181000
NN_HNX-INDEX,20161014,84320,48674178,4518933,205270,1760553000,2226181000
NN_VNINDEX,20161013,84320,117761130,7389790,205270,1760553000,2226181000
NN_HNX-INDEX,20161013,84320,39142317,573873,205270,1760553000,2226181000
NN_VNINDEX,20161012,84320,107650470,12563220,205270,1760553000,2226181000
NN_HNX-INDEX,20161012,84320,38548112,1694000,205270,1760553000,2226181000
NN_VNINDEX,20161011,84320,126164240,20763266,205270,1760553000,2226181000
NN_HNX-INDEX,20161011,84320,35722499,1624739,205270,1760553000,2226181000
NN_VNINDEX,20161010,84320,119618540,19695747,205270,1760553000,2226181000
NN_HNX-INDEX,20161010,84320,31945611,2863757,205270,1760553000,2226181000
NN_VNINDEX,20161007,84320,128813490,11126490,205270,1760553000,2226181000
NN_HNX-INDEX,20161007,84320,47659601,680178,205270,1760553000,2226181000
NN_VNINDEX,20161006,84320,140750840,9746073,205270,1760553000,2226181000
NN_HNX-INDEX,20161006,84320,43949392,3162012,205270,1760553000,2226181000
NN_VNINDEX,20161005,84320,106465620,10201300,205270,1760553000,2226181000
NN_HNX-INDEX,20161005,84320,38508873,986917,205270,1760553000,2226181000
NN_VNINDEX,20161004,84320,111596870,10148046,205270,1760553000,2226181000
NN_HNX-INDEX,20161004,84320,38477910,4874806,205270,1760553000,2226181000
NN_VNINDEX,20161003,84320,108518940,11527901,205270,1760553000,2226181000
NN_HNX-INDEX,20161003,84320,32092022,4100639,205270,1760553000,2226181000
NN_VNINDEX,20160930,84320,102428270,11958780,205270,1760553000,2226181000
NN_HNX-INDEX,20160930,84320,37854275,3792959,205270,1760553000,2226181000
NN_VNINDEX,20160929,84320,109744020,6115136,205270,1760553000,2226181000
NN_HNX-INDEX,20160929,84320,45164227,7103629,205270,1760553000,2226181000
NN_VNINDEX,20160928,84320,111611020,16426591,205270,1760553000,2226181000
NN_HNX-INDEX,20160928,84320,33378965,6663106,205270,1760553000,2226181000
NN_VNINDEX,20160927,84320,114619350,15500735,205270,1760553000,2226181000
NN_HNX-INDEX,20160927,84320,32724995,4820986,205270,1760553000,2226181000
NN_VNINDEX,20160926,84320,91962260,70257973,205270,1760553000,2226181000
NN_HNX-INDEX,20160926,84320,29464857,7118616,205270,1760553000,2226181000
NN_VNINDEX,20160923,84320,99084600,76798760,205270,1760553000,2226181000
NN_HNX-INDEX,20160923,84320,32911575,2496190,205270,1760553000,2226181000
NN_VNINDEX,20160922,84320,112590640,30138992,205270,1760553000,2226181000
NN_HNX-INDEX,20160922,84320,38345336,4248443,205270,1760553000,2226181000
NN_VNINDEX,20160921,84320,134825820,23857477,205270,1760553000,2226181000
NN_HNX-INDEX,20160921,84320,32298168,4234604,205270,1760553000,2226181000
NN_VNINDEX,20160920,84320,100488650,17770240,205270,1760553000,2226181000
NN_HNX-INDEX,20160920,84320,36759848,4904235,205270,1760553000,2226181000
NN_VNINDEX,20160919,84320,104346850,2956879,205270,1760553000,2226181000
NN_HNX-INDEX,20160919,84320,35276512,4920864,205270,1760553000,2226181000
NN_VNINDEX,20160916,84320,184317130,21619690,205270,1760553000,2226181000
NN_HNX-INDEX,20160916,84320,67259347,6921040,205270,1760553000,2226181000
NN_VNINDEX,20160915,84320,105042470,6879815,205270,1760553000,2226181000
NN_HNX-INDEX,20160915,84320,31024929,3041390,205270,1760553000,2226181000
NN_VNINDEX,20160914,84320,92963250,2881275,205270,1760553000,2226181000
NN_HNX-INDEX,20160914,84320,31835324,2165983,205270,1760553000,2226181000
NN_VNINDEX,20160913,84320,81226280,6439483,205270,1760553000,2226181000
NN_HNX-INDEX,20160913,84320,33977512,3222776,205270,1760553000,2226181000
NN_VNINDEX,20160912,84320,88571280,12753761,205270,1760553000,2226181000
NN_HNX-INDEX,20160912,84320,35916499,1538370,205270,1760553000,2226181000
NN_VNINDEX,20160909,84320,95443360,10450499,205270,1760553000,2226181000
NN_HNX-INDEX,20160909,84320,40618225,4905582,205270,1760553000,2226181000
NN_VNINDEX,20160908,84320,112626590,11779974,205270,1760553000,2226181000
NN_HNX-INDEX,20160908,84320,39076913,4743373,205270,1760553000,2226181000
NN_VNINDEX,20160907,84320,88001900,18331415,205270,1760553000,2226181000
NN_HNX-INDEX,20160907,84320,35720666,312915,205270,1760553000,2226181000
NN_VNINDEX,20160906,84320,87906400,20933333,205270,1760553000,2226181000
NN_HNX-INDEX,20160906,84320,44301519,2045410,205270,1760553000,2226181000
NN_VNINDEX,20160905,84320,103165760,7067760,205270,1760553000,2226181000
NN_HNX-INDEX,20160905,84320,39798252,2238635,205270,1760553000,2226181000
NN_VNINDEX,20160901,84320,93925040,7554297,205270,1760553000,2226181000
NN_HNX-INDEX,20160901,84320,38083142,1369618,205270,1760553000,2226181000
NN_VNINDEX,20160831,84320,93678790,22019439,205270,1760553000,2226181000
NN_HNX-INDEX,20160831,84320,39632603,1280485,205270,1760553000,2226181000
NN_VNINDEX,20160830,84320,87433660,8096298,205270,1760553000,2226181000
NN_HNX-INDEX,20160830,84320,41806444,1290777,205270,1760553000,2226181000
NN_VNINDEX,20160829,84320,108603910,6140435,205270,1760553000,2226181000
NN_HNX-INDEX,20160829,84320,43504286,3222926,205270,1760553000,2226181000
NN_VNINDEX,20160826,84320,109742770,6367916,205270,1760553000,2226181000
NN_HNX-INDEX,20160826,84320,38190166,1803265,205270,1760553000,2226181000
NN_VNINDEX,20160825,84320,106715930,7699674,205270,1760553000,2226181000
NN_HNX-INDEX,20160825,84320,29862536,1494112,205270,1760553000,2226181000
NN_VNINDEX,20160824,84320,98306840,5332816,205270,1760553000,2226181000
NN_HNX-INDEX,20160824,84320,30447637,411670,205270,1760553000,2226181000
NN_VNINDEX,20160823,84320,90296880,16107411,205270,1760553000,2226181000
NN_HNX-INDEX,20160823,84320,28416113,653133,205270,1760553000,2226181000
NN_VNINDEX,20160822,84320,109755080,6504629,205270,1760553000,2226181000
NN_HNX-INDEX,20160822,84320,28770772,1402094,205270,1760553000,2226181000
NN_VNINDEX,20160819,84320,101326960,7007548,205270,1760553000,2226181000
NN_HNX-INDEX,20160819,84320,31561236,5680908,205270,1760553000,2226181000
NN_VNINDEX,20160818,84320,120153620,11372279,205270,1760553000,2226181000
NN_HNX-INDEX,20160818,84320,33406123,4449600,205270,1760553000,2226181000
NN_VNINDEX,20160817,84320,113028710,10746314,205270,1760553000,2226181000
NN_HNX-INDEX,20160817,84320,38898002,2948683,205270,1760553000,2226181000
NN_VNINDEX,20160816,84320,128458110,31363822,205270,1760553000,2226181000
NN_HNX-INDEX,20160816,84320,39701177,1643412,205270,1760553000,2226181000
NN_VNINDEX,20160815,84320,114355970,3442712,205270,1760553000,2226181000
NN_HNX-INDEX,20160815,84320,35836458,899769,205270,1760553000,2226181000
NN_VNINDEX,20160812,84320,117895560,6975144,205270,1760553000,2226181000
NN_HNX-INDEX,20160812,84320,42328381,12825885,205270,1760553000,2226181000
NN_VNINDEX,20160811,84320,134679480,6133233,205270,1760553000,2226181000
NN_HNX-INDEX,20160811,84320,42962677,779124,205270,1760553000,2226181000
NN_VNINDEX,20160810,84320,107876940,12811506,205270,1760553000,2226181000
NN_HNX-INDEX,20160810,84320,35992591,1287625,205270,1760553000,2226181000
NN_VNINDEX,20160809,84320,87156930,11152210,205270,1760553000,2226181000
NN_HNX-INDEX,20160809,84320,32084494,1483581,205270,1760553000,2226181000
NN_VNINDEX,20160808,84320,84086130,5858421,205270,1760553000,2226181000
NN_HNX-INDEX,20160808,84320,29862382,1671686,205270,1760553000,2226181000
NN_VNINDEX,20160805,84320,118503020,7008433,205270,1760553000,2226181000
NN_HNX-INDEX,20160805,84320,38293206,3660997,205270,1760553000,2226181000
NN_VNINDEX,20160804,84320,103788220,8074655,205270,1760553000,2226181000
NN_HNX-INDEX,20160804,84320,39299646,2045022,205270,1760553000,2226181000
NN_VNINDEX,20160803,84320,87450230,6982110,205270,1760553000,2226181000
NN_HNX-INDEX,20160803,84320,35295631,1579320,205270,1760553000,2226181000
NN_VNINDEX,20160802,84320,136282920,40930285,205270,1760553000,2226181000
NN_HNX-INDEX,20160802,84320,39862316,8185222,205270,1760553000,2226181000
NN_VNINDEX,20160801,84320,89725910,2106000,205270,1760553000,2226181000
NN_HNX-INDEX,20160801,84320,29887610,3386587,205270,1760553000,2226181000
NN_VNINDEX,20160729,84320,112283210,6845012,205270,1760553000,2226181000
NN_HNX-INDEX,20160729,84320,35926534,3313690,205270,1760553000,2226181000
NN_VNINDEX,20160728,84320,115778190,5609960,205270,1760553000,2226181000
NN_HNX-INDEX,20160728,84320,41193141,1153478,205270,1760553000,2226181000
NN_VNINDEX,20160727,84320,111641380,13790519,205270,1760553000,2226181000
NN_HNX-INDEX,20160727,84320,39327391,2895089,205270,1760553000,2226181000
NN_VNINDEX,20160726,84320,97294620,7833788,205270,1760553000,2226181000
NN_HNX-INDEX,20160726,84320,34413984,2704238,205270,1760553000,2226181000
NN_VNINDEX,20160725,84320,86417730,9753256,205270,1760553000,2226181000
NN_HNX-INDEX,20160725,84320,35840566,523345,205270,1760553000,2226181000
NN_VNINDEX,20160722,84320,140165020,11530049,205270,1760553000,2226181000
NN_HNX-INDEX,20160722,84320,50369081,18726191,205270,1760553000,2226181000
NN_VNINDEX,20160721,84320,104595900,6696406,205270,1760553000,2226181000
NN_HNX-INDEX,20160721,84320,35923209,3360629,205270,1760553000,2226181000
NN_VNINDEX,20160720,84320,124236040,3993930,205270,1760553000,2226181000
NN_HNX-INDEX,20160720,84320,44599142,663339,205270,1760553000,2226181000
NN_VNINDEX,20160719,84320,131065770,8355785,205270,1760553000,2226181000
NN_HNX-INDEX,20160719,84320,51032954,2028800,205270,1760553000,2226181000
NN_VNINDEX,20160718,84320,122747960,8090776,205270,1760553000,2226181000
NN_HNX-INDEX,20160718,84320,43939452,9983379,205270,1760553000,2226181000
NN_VNINDEX,20160715,84320,116431130,13751179,205270,1760553000,2226181000
NN_HNX-INDEX,20160715,84320,45849922,1354909,205270,1760553000,2226181000
NN_VNINDEX,20160714,84320,151875760,7377844,205270,1760553000,2226181000
NN_HNX-INDEX,20160714,84320,59562743,6205382,205270,1760553000,2226181000
NN_VNINDEX,20160713,84320,138191450,20481439,205270,1760553000,2226181000
NN_HNX-INDEX,20160713,84320,74490379,7183542,205270,1760553000,2226181000
NN_VNINDEX,20160712,84320,149111960,25839529,205270,1760553000,2226181000
NN_HNX-INDEX,20160712,84320,56559702,3319033,205270,1760553000,2226181000
NN_VNINDEX,20160711,84320,146603000,13566550,205270,1760553000,2226181000
NN_HNX-INDEX,20160711,84320,73702096,3630247,205270,1760553000,2226181000
NN_VNINDEX,20160708,84320,131771190,9475668,205270,1760553000,2226181000
NN_HNX-INDEX,20160708,84320,65108424,1383217,205270,1760553000,2226181000
NN_VNINDEX,20160707,84320,129978090,2997580,205270,1760553000,2226181000
NN_HNX-INDEX,20160707,84320,76836023,1660598,205270,1760553000,2226181000
NN_VNINDEX,20160706,84320,117964860,17939960,205270,1760553000,2226181000
NN_HNX-INDEX,20160706,84320,59832496,15896056,205270,1760553000,2226181000
NN_VNINDEX,20160705,84320,140291590,7792082,205270,1760553000,2226181000
NN_HNX-INDEX,20160705,84320,66029002,2854740,205270,1760553000,2226181000
NN_VNINDEX,20160704,84320,124739440,11658927,205270,1760553000,2226181000
NN_HNX-INDEX,20160704,84320,48744309,10098341,205270,1760553000,2226181000
NN_VNINDEX,20160701,84320,106680860,17989410,205270,1760553000,2226181000
NN_HNX-INDEX,20160701,84320,37493492,2903588,205270,1760553000,2226181000
NN_VNINDEX,20160630,84320,98962380,7031767,205270,1760553000,2226181000
NN_HNX-INDEX,20160630,84320,41387201,19720874,205270,1760553000,2226181000
NN_VNINDEX,20160629,84320,112462110,5900586,205270,1760553000,2226181000
NN_HNX-INDEX,20160629,84320,41969304,7123814,205270,1760553000,2226181000
NN_VNINDEX,20160628,84320,76760240,11944700,205270,1760553000,2226181000
NN_HNX-INDEX,20160628,84320,33521028,21099942,205270,1760553000,2226181000
NN_VNINDEX,20160627,84320,101848790,4580621,205270,1760553000,2226181000
NN_HNX-INDEX,20160627,84320,43048233,4714329,205270,1760553000,2226181000
NN_VNINDEX,20160624,84320,261918720,7913818,205270,1760553000,2226181000
NN_HNX-INDEX,20160624,84320,100708319,9885390,205270,1760553000,2226181000
NN_VNINDEX,20160623,84320,105504580,11033984,205270,1760553000,2226181000
NN_HNX-INDEX,20160623,84320,44971535,6360574,205270,1760553000,2226181000
NN_VNINDEX,20160622,84320,93532050,13978800,205270,1760553000,2226181000
NN_HNX-INDEX,20160622,84320,51833421,5997867,205270,1760553000,2226181000
NN_VNINDEX,20160621,84320,108039570,19016393,205270,1760553000,2226181000
NN_HNX-INDEX,20160621,84320,45495772,11757708,205270,1760553000,2226181000
NN_VNINDEX,20160620,84320,94668940,20307693,205270,1760553000,2226181000
NN_HNX-INDEX,20160620,84320,41213636,1995477,205270,1760553000,2226181000
NN_VNINDEX,20160617,84320,143556820,4938590,205270,1760553000,2226181000
NN_HNX-INDEX,20160617,84320,50167538,2525764,205270,1760553000,2226181000
NN_VNINDEX,20160616,84320,116946030,5043440,205270,1760553000,2226181000
NN_HNX-INDEX,20160616,84320,54981860,2039658,205270,1760553000,2226181000
NN_VNINDEX,20160615,84320,103688580,26613785,205270,1760553000,2226181000
NN_HNX-INDEX,20160615,84320,44187261,4925412,205270,1760553000,2226181000
NN_VNINDEX,20160614,84320,91855620,7448856,205270,1760553000,2226181000
NN_HNX-INDEX,20160614,84320,44463894,1454248,205270,1760553000,2226181000
NN_VNINDEX,20160613,84320,116019850,10891237,205270,1760553000,2226181000
NN_HNX-INDEX,20160613,84320,52521231,2948191,205270,1760553000,2226181000
NN_VNINDEX,20160610,84320,128956410,5291011,205270,1760553000,2226181000
NN_HNX-INDEX,20160610,84320,56021676,694134,205270,1760553000,2226181000
NN_VNINDEX,20160609,84320,116305850,3015300,205270,1760553000,2226181000
NN_HNX-INDEX,20160609,84320,56838675,5425246,205270,1760553000,2226181000
NN_VNINDEX,20160608,84320,126007920,8041765,205270,1760553000,2226181000
NN_HNX-INDEX,20160608,84320,64500803,5666141,205270,1760553000,2226181000
NN_VNINDEX,20160607,84320,110324920,2860817,205270,1760553000,2226181000
NN_HNX-INDEX,20160607,84320,49366136,6727326,205270,1760553000,2226181000
NN_VNINDEX,20160606,84320,118056660,15020770,205270,1760553000,2226181000
NN_HNX-INDEX,20160606,84320,44045025,466195,205270,1760553000,2226181000
NN_VNINDEX,20160603,84320,118623250,4692582,205270,1760553000,2226181000
NN_HNX-INDEX,20160603,84320,56565575,3663473,205270,1760553000,2226181000
NN_VNINDEX,20160602,84320,121673350,4299786,205270,1760553000,2226181000
NN_HNX-INDEX,20160602,84320,42669428,20900297,205270,1760553000,2226181000
NN_VNINDEX,20160601,84320,99621940,12836149,205270,1760553000,2226181000
NN_HNX-INDEX,20160601,84320,45462420,1927820,205270,1760553000,2226181000
NN_VNINDEX,20160531,84320,107263420,13505870,205270,1760553000,2226181000
NN_HNX-INDEX,20160531,84320,54742324,20446847,205270,1760553000,2226181000
NN_VNINDEX,20160530,84320,101592220,8848698,205270,1760553000,2226181000
NN_HNX-INDEX,20160530,84320,40290619,11427263,205270,1760553000,2226181000
